seq0, sp|C0H412|SWRD_BACSU
seq5689, sp|Q978S7|TREH_THEVO
seq5690, sp|Q978S7|TREH_THEVO
seq5691, sp|Q978S7|TREH_THEVO
seq5692, sp|Q978S7|TREH_THEVO
seq5693, sp|Q978S7|TREH_THEVO
seq5694, sp|Q9SR77|HBPL1_ARATH
seq5695, sp|P96801|HDRA2_METKA
seq5696, sp|Q58288|Y878_METJA
seq5697, sp|Q58288|Y878_METJA
seq5698, sp|Q58288|Y878_METJA
seq5699, sp|Q58288|Y878_METJA
seq5700, sp|Q9FZ97|MUC70_ARATH
seq5701, sp|Q9FZ97|MUC70_ARATH
seq5702, sp|Q8TCX5|RHPN1_HUMAN
seq5703, sp|P47823|EI2BE_RABIT
seq5704, sp|Q8TCX5|RHPN1_HUMAN
seq5705, sp|P47823|EI2BE_RABIT
seq5706, sp|Q50562|ISF_METTE
seq5707, sp|P40327|PRS4_YEAST
seq5708, sp|O67012|SPOT_AQUAE
seq5709, sp|O26223|Y120_METTH
seq5710, sp|Q8R890|XERCL_CALS4
seq5711, sp|P22877|INTR_SACER
seq5712, sp|Q08600|YNAX_KLEAE
seq5713, sp|Q7NH27|AROK_GLOVI
seq5714, sp|O52177|RELA_MYXXA
seq5715, sp|O52177|RELA_MYXXA
seq5716, sp|P69066|SICA_SALTY
seq5717, sp|Q55777|DNCH_SYNY3
seq5718, sp|Q976X8|Y061_SULTO
seq5719, sp|P0A1U0|YIGI_SALTY
seq5720, sp|P0ADP4|YIGI_SHIFL
seq5721, sp|Q7X3T2|AHLL_ARTSP
seq5722, sp|C6DGV2|Y1960_PECCP
seq5723, sp|Q7NSS5|Y3345_CHRVO
seq5724, sp|Q6D7L7|LPTE_PECAS
seq5725, sp|Q7NSH0|RL28_CHRVO
seq5726, sp|P0ADV8|MLAC_SHIFL
seq5727, sp|P0AFJ4|YJDM_SHIFL
seq5728, sp|Q5AUZ6|ATNA_EMENI
seq5729, sp|P75863|YCBX_ECOLI
seq5730, sp|P42597|UTPP_ECOLI
seq5731, sp|Q7P0H6|PSD_CHRVO
seq5732, sp|Q9SII7|PP159_ARATH
seq5733, sp|P44240|VG47_HAEIN
seq5734, sp|A5IHY4|Y3097_LEGPC
seq5735, sp|P0A9N7|PFLA_SHIFL
seq5736, sp|Q9S3U8|VIOD_CHRVO
seq5737, sp|Q9S3V1|VIOA_CHRVO
seq5738, sp|A0A2G5IC53|CTB3_CERBT
seq5739, sp|B5M9L6|LSD18_STRLS
seq5740, sp|P75728|UBIF_ECOLI
seq5741, sp|O85227|HCNB_PSEPH
seq5742, sp|Q2YIQ2|ERYB_BRUA2
seq5743, sp|P9WMV7|Y492_MYCTU
seq5744, sp|P25535|UBII_ECOLI
seq5745, sp|P25534|UBIH_ECOLI
seq5746, sp|P36677|YHDN_ECOLI
seq5747, sp|Q6D7L7|LPTE_PECAS
seq5748, sp|Q7NQI8|MIAB_CHRVO
seq5749, sp|Q7NQI8|MIAB_CHRVO
seq5750, sp|Q7NQI8|MIAB_CHRVO
seq5751, sp|Q7NQI8|MIAB_CHRVO
seq5752, sp|P0ADP4|YIGI_SHIFL
seq5753, sp|Q6AWU6|HOL3_ARATH
seq5754, sp|P21207|LCRH_YERPE
seq5755, sp|Q988B7|PLDH_RHILO
seq5756, sp|P21207|LCRH_YERPE
seq5757, sp|P21207|LCRH_YERPE
seq5758, sp|P71037|YWNB_BACSU
seq5759, sp|B0TAL0|RECF_HELMI
seq5760, sp|Q95RI5|FAXC_DROME
seq5761, sp|Q8DRS0|ECFA2_STRMU
seq5762, sp|C6DGV2|Y1960_PECCP
seq5763, sp|P75882|GFCD_ECOLI
seq5764, sp|P25519|HFLX_ECOLI
seq5765, sp|P69066|SICA_SALTY
seq5766, sp|P0CW55|NIFE_METMP
seq5767, sp|Q4PJW2|NCOA1_PIG
seq5768, sp|Q9I1X7|LIGD_PSEAE
seq5769, sp|Q15788|NCOA1_HUMAN
seq5770, sp|E5KK10|FILI_METH6
seq5771, sp|Q9I1X7|LIGD_PSEAE
seq5772, sp|O28383|ISF3_ARCFU
seq5773, sp|Q57550|Y085_METJA
seq5774, sp|P44206|MOLA_HAEIN
seq5775, sp|P38097|DGCE_ECOLI
seq5776, sp|O52177|RELA_MYXXA
seq5777, sp|O54408|RELA_BACSU
seq5778, sp|P94534|GLCF_BACSU
seq5779, sp|Q9PLI3|NQRF_CHLMU
seq5780, sp|Q9UDY2|ZO2_HUMAN
seq5781, sp|B7JF01|LUTB_BACC0
seq5782, sp|P94534|GLCF_BACSU
seq5783, sp|Q9PLI3|NQRF_CHLMU
seq5784, sp|Q07762|RNH1_CRIFA
seq5785, sp|Q0AV47|RNH_SYNWW
seq5786, sp|Q0AV47|RNH_SYNWW
seq5787, sp|P94479|YNBB_BACSU
seq5788, sp|O27955|GATA_ARCFU
seq5789, sp|Q5QZH5|GLMS_IDILO
seq5790, sp|O34659|CDAR_BACSU
seq5791, sp|Q4ZPJ7|RNT_PSEU2
seq5792, sp|Q9W758|CTBP2_XENLA
seq5793, sp|Q9W758|CTBP2_XENLA
seq5794, sp|P98093|CO3_ONCMY
seq5795, sp|P98093|CO3_ONCMY
seq5796, sp|P98093|CO3_ONCMY
seq5797, sp|P37558|YABP_BACSU
seq5798, sp|Q0AWU6|Y1505_SYNWW
seq5799, sp|Q7MV19|FEOAB_PORGI
seq5800, sp|Q47150|DINJ_ECOLI
seq5801, sp|P11544|PALY_RHOTO
seq5802, sp|O27955|GATA_ARCFU
seq5803, sp|Q7MV19|FEOAB_PORGI
seq5804, sp|P98093|CO3_ONCMY
seq5805, sp|P37558|YABP_BACSU
seq5806, sp|B1MXB1|RNH3_LEUCK
seq5807, sp|Q7MV19|FEOAB_PORGI
seq5808, sp|O27955|GATA_ARCFU
seq5809, sp|Q7MV19|FEOAB_PORGI
seq5810, sp|P37558|YABP_BACSU
seq5811, sp|Q0AWU6|Y1505_SYNWW
seq5812, sp|P37558|YABP_BACSU
seq5813, sp|Q0AWU6|Y1505_SYNWW
seq5814, sp|Q4PJW2|NCOA1_PIG
seq5815, sp|C0H3Q2|YTZL_BACSU
seq5816, sp|Q9I1X7|LIGD_PSEAE
seq5817, sp|Q9I1X7|LIGD_PSEAE
seq5818, sp|Q9I1X7|LIGD_PSEAE
seq5819, sp|Q9I1X7|LIGD_PSEAE
seq5820, sp|Q9I1X7|LIGD_PSEAE
seq5821, sp|Q9I1X7|LIGD_PSEAE
seq5822, sp|P17896|SP4B_BACSU
seq5823, sp|P17896|SP4B_BACSU
seq5824, sp|P37558|YABP_BACSU
seq5825, sp|P37558|YABP_BACSU
seq5826, sp|O30050|Y188_ARCFU
seq5827, sp|O30050|Y188_ARCFU
seq5828, sp|O34789|YDJI_BACSU
seq5829, sp|Q47150|DINJ_ECOLI
seq5830, sp|P54331|XKDK_BACSU
seq5831, sp|Q5SM25|NRNA_THET8
seq5832, sp|O34659|CDAR_BACSU
seq5833, sp|Q4ZPJ7|RNT_PSEU2
seq5834, sp|A6VN23|Y1002_ACTSZ
seq5835, sp|A0A0H2ZJS2|DGCP_PSEAB
seq5836, sp|P9WHS1|MEC_MYCTU
seq5837, sp|Q5SM25|NRNA_THET8
seq5838, sp|O34659|CDAR_BACSU
seq5839, sp|O34659|CDAR_BACSU
seq5840, sp|Q9PLI3|NQRF_CHLMU
seq5841, sp|P55049|YMEL_STRLN
seq5842, sp|P55049|YMEL_STRLN
seq5843, sp|Q9KBM8|CBIA_ALKHC
seq5844, sp|Q9RYK1|URED_DEIRA
seq5845, sp|Q8CWR6|AMGDS_STRR6
seq5846, sp|Q8VYZ0|ORTH2_ARATH
seq5847, sp|Q9HGP1|YNK4_SCHPO
seq5848, sp|Q9RUR8|Y1314_DEIRA
seq5849, sp|O34659|CDAR_BACSU
seq5850, sp|P0AG23|RELA_SHIFL
seq5851, sp|P52074|GLCF_ECOLI
seq5852, sp|Q8DEM7|BTUF_VIBVU
seq5853, sp|Q3E6S8|DGP14_ARATH
seq5854, sp|Q8DEM7|BTUF_VIBVU
seq5855, sp|P0AG23|RELA_SHIFL
seq5856, sp|Q3E6S8|DGP14_ARATH
seq5857, sp|A7GT59|URK_BACCN
seq5858, sp|Q3E6S8|DGP14_ARATH
seq5859, sp|P52074|GLCF_ECOLI
seq5860, sp|A7GT59|URK_BACCN
seq5861, sp|P52074|GLCF_ECOLI
seq5862, sp|P52074|GLCF_ECOLI
seq5863, sp|Q0AMR3|CARA_MARMM
seq5864, sp|P52074|GLCF_ECOLI
seq5865, sp|B9DNJ4|URK_STACT
seq5866, sp|C3LQF3|BTUF_VIBCM
seq5867, sp|P55049|YMEL_STRLN
seq5868, sp|Q92QW2|PUR5_RHIME
seq5869, sp|P52978|NODQ_RHITR
seq5870, sp|P74903|VATF_THET8
seq5871, sp|Q9RUB7|PSPA_DEIRA
seq5872, sp|Q9RWG6|VATD_DEIRA
seq5873, sp|Q60CT7|NFI_METCA
seq5874, sp|D4GPU8|URAD_HALVD
seq5875, sp|Q6NKI3|CAS9_CORDI
seq5876, sp|Q9RSW1|RIMM_DEIRA
seq5877, sp|Q01578|GNL_ZYMMO
seq5878, sp|P53933|APP1_YEAST
seq5879, sp|P54992|YSNA_STRPR
seq5880, sp|P96719|YWQG_BACSU
seq5881, sp|P73177|RN2H_SYNY3
seq5882, sp|Q9RVM9|APBC_DEIRA
seq5883, sp|Q27395|LI15B_CAEEL
seq5884, sp|D4GYE7|GLPR_HALVD
seq5885, sp|P05789|EREB_ECOLX
seq5886, sp|P54992|YSNA_STRPR
seq5887, sp|P54992|YSNA_STRPR
seq5888, sp|Q9RVC9|TRHO_DEIRA
seq5889, sp|Q8KHE4|REBG_LENAE
seq5890, sp|P08F94|PKHD1_HUMAN
seq5891, sp|P96719|YWQG_BACSU
seq5892, sp|P73177|RN2H_SYNY3
seq5893, sp|Q32PX9|AFG1L_RAT
seq5894, sp|P05789|EREB_ECOLX
seq5895, sp|Q8VYZ0|ORTH2_ARATH
seq5896, sp|Q9RVC9|TRHO_DEIRA
seq5897, sp|P08F94|PKHD1_HUMAN
seq5898, sp|Q9RUR8|Y1314_DEIRA
seq5899, sp|P33345|YEHF_ECOLI
seq5900, sp|P55049|YMEL_STRLN
seq5901, sp|P55049|YMEL_STRLN
seq5902, sp|P56518|HDAC1_STRPU
seq5903, sp|Q72IJ9|JAMM1_THET2
seq5904, sp|P53933|APP1_YEAST
seq5905, sp|Q9RUR8|Y1314_DEIRA
seq5906, sp|Q9RUR8|Y1314_DEIRA
seq5907, sp|Q9RUR8|Y1314_DEIRA
seq5908, sp|Q9RUR8|Y1314_DEIRA
seq5909, sp|Q9RUR8|Y1314_DEIRA
seq5910, sp|A9JR78|TONSL_DANRE
seq5911, sp|Q86YR5|GPSM1_HUMAN
seq5912, sp|Q9RRY7|Y2345_DEIRA
seq5913, sp|Q9RSA0|APGM_DEIRA
seq5914, sp|Q5LSY0|AROK_RUEPO
seq5915, sp|P33345|YEHF_ECOLI
seq5916, sp|P0DPE4|CANSD_VIBAX
seq5917, sp|B6IVR1|CCME_RHOCS
seq5918, sp|B5ZVF6|CCME_RHILW
seq5919, sp|B5ZVF6|CCME_RHILW
seq5920, sp|B6IVR1|CCME_RHOCS
seq5921, sp|B5ZVF6|CCME_RHILW
seq5922, sp|Q0C2L6|CCME_HYPNA
seq5923, sp|B6IVR1|CCME_RHOCS
seq5924, sp|Q7MV19|FEOAB_PORGI
seq5925, sp|Q58397|Y990_METJA
seq5926, sp|Q9RX45|HIS9_DEIRA
seq5927, sp|Q8L844|PP413_ARATH
seq5928, sp|O35964|SH3G1_RAT
seq5929, sp|P0A1U0|YIGI_SALTY
seq5930, sp|Q5XI05|SE1L2_RAT
seq5931, sp|Q9M8Y0|SEC_ARATH
seq5932, sp|A0A384XC21|STR2_STRTC
seq5933, sp|Q58463|Y1063_METJA
seq5934, sp|O52177|RELA_MYXXA
seq5935, sp|O52177|RELA_MYXXA
seq5936, sp|Q89AJ3|RS1_BUCBP
seq5937, sp|Q44653|RS1_BUCAP
seq5938, sp|Q8WXB1|MT21A_HUMAN
seq5939, sp|Q8IY63|AMOL1_HUMAN
seq5940, sp|P37541|YAAT_BACSU
seq5941, sp|Q57905|Y482_METJA
seq5942, sp|Q88UU0|ATPD_LACPL
seq5943, sp|Q88UU0|ATPD_LACPL
seq5944, sp|Q8DHY6|SPEA_THEEB
seq5945, sp|O84745|NQRF_CHLTR
seq5946, sp|O84745|NQRF_CHLTR
seq5947, sp|O84745|NQRF_CHLTR
seq5948, sp|P76053|SMRA_ECOLI
seq5949, sp|P44240|VG47_HAEIN
seq5950, sp|Q5SM25|NRNA_THET8
seq5951, sp|Q74C57|APGM_GEOSL
seq5952, sp|Q4KXC9|WBNJ_ECOLX
seq5953, sp|P55465|Y4GI_SINFN
seq5954, sp|B8DKM6|RS21_DESVM
seq5955, sp|Q5E7H1|DNABP_ALIF1
seq5956, sp|P64604|MLAD_ECOLI
seq5957, sp|P0A229|NIRD_SALTY
seq5958, sp|P23305|YIGA_ECOLI
seq5959, sp|Q8XDZ4|SPY_ECO57
seq5960, sp|Q6DB47|RSMJ_PECAS
seq5961, sp|P0AE87|CPXP_SHIFL
seq5962, sp|P25894|LOIP_ECOLI
seq5963, sp|P0AFW2|RMF_ECOLI
seq5964, sp|B6IB17|YNFB_ECOSE
seq5965, sp|Q3Z3K4|YCAR_SHISS
seq5966, sp|P37008|YAGB_ECOLI
seq5967, sp|P22586|FLIO_ECOLI
seq5968, sp|P76275|YEBW_ECOLI
seq5969, sp|P0ADE2|YTFK_ECOLI
seq5970, sp|P64521|YEET_ECOLI
seq5971, sp|Q3Z020|YEJL_SHISS
seq5972, sp|P42616|YQJC_ECOLI
seq5973, sp|P75687|RCLB_ECOLI
seq5974, sp|P37008|YAGB_ECOLI
seq5975, sp|P42616|YQJC_ECOLI
seq5976, sp|P75677|YKFF_ECOLI
seq5977, sp|P0A8M9|YEEX_SHIFL
seq5978, sp|P19931|HYAE_ECOLI
seq5979, sp|P76575|YFGJ_ECOLI
seq5980, sp|P0AB40|BHSA_ECOLI
seq5981, sp|P0AAX5|YBIJ_SHIFL
seq5982, sp|P64614|YHCN_ECOLI
seq5983, sp|P0ADP9|YIHD_ECOLI
seq5984, sp|P0AF85|YJFN_SHIFL
seq5985, sp|P75694|YAHO_ECOLI
seq5986, sp|P57998|INSB4_ECOLI
seq5987, sp|P76275|YEBW_ECOLI
seq5988, sp|P0AD33|YFCZ_ECOLI
seq5989, sp|P0AEJ8|EUTN_ECOLI
seq5990, sp|Q3YXS3|YQGE_SHISS
seq5991, sp|P76160|YDFR_ECOLI
seq5992, sp|Q47319|TAPT_ECOLI
seq5993, sp|P52141|YFJZ_ECOLI
seq5994, sp|P0AF78|YJFJ_ECOLI
seq5995, sp|P39163|CHAC_ECOLI
seq5996, sp|Q6D080|SPRT_PECAS
seq5997, sp|F4K3G5|EDM2_ARATH
seq5998, sp|F4K3G5|EDM2_ARATH
seq5999, sp|P80034|ACH2_BOMMO
seq6000, sp|F4K3G5|EDM2_ARATH
seq6001, sp|P0A4W5|Y1304_MYCBO
seq6002, sp|F4K3G5|EDM2_ARATH
seq6003, sp|P46853|YHHX_ECOLI
seq6004, sp|P0AFF9|NUSA_SHIFL
seq6005, sp|Q5A4E3|OCH1_CANAL
seq6006, sp|Q06555|AEPA_PECCC
seq6007, sp|Q3Z1N3|DOSC_SHISS
seq6008, sp|P39347|INTB_ECOLI
seq6009, sp|Q3Z1N3|DOSC_SHISS
seq6010, sp|P32053|INTA_ECOLI
seq6011, sp|Q9I3S1|BDLA_PSEAE
seq6012, sp|P39347|INTB_ECOLI
seq6013, sp|P39347|INTB_ECOLI
seq6014, sp|Q9I3S1|BDLA_PSEAE
seq6015, sp|Q1R4R6|ADEC_ECOUT
seq6016, sp|P0AA89|DOSC_ECOLI
seq6017, sp|P39347|INTB_ECOLI
seq6018, sp|P42620|YQJG_ECOLI
seq6019, sp|P42620|YQJG_ECOLI
seq6020, sp|Q39VY3|SYDND_GEOMG
seq6021, sp|P42620|YQJG_ECOLI
seq6022, sp|Q8KN33|PCPF_SPHCR
seq6023, sp|P42620|YQJG_ECOLI
seq6024, sp|P37326|INTS_ECOLI
seq6025, sp|P37326|INTS_ECOLI
seq6026, sp|P32053|INTA_ECOLI
seq6027, sp|P39347|INTB_ECOLI
seq6028, sp|P32053|INTA_ECOLI
seq6029, sp|P08320|VINT_BPP4
seq6030, sp|P0AG23|RELA_SHIFL
seq6031, sp|P44011|Y523_HAEIN
seq6032, sp|P44011|Y523_HAEIN
seq6033, sp|P27242|WAAU_ECOLI
seq6034, sp|P27242|WAAU_ECOLI
seq6035, sp|P0A105|CAPB_PSESM
seq6036, sp|P25534|UBIH_ECOLI
seq6037, sp|P0AFM8|PSPA_SHIFL
seq6038, sp|P27240|RFAY_ECOLI
seq6039, sp|P34209|YDCF_ECOLI
seq6040, sp|P75767|GNGF_ECOLI
seq6041, sp|P76034|YCIT_ECOLI
seq6042, sp|Q31TC2|ULAR_SHIBS
seq6043, sp|P0ACK5|DEOR_ECOLI
seq6044, sp|Q6D439|Y2555_PECAS
seq6045, sp|P52141|YFJZ_ECOLI
seq6046, sp|P42616|YQJC_ECOLI
seq6047, sp|P0ADW3|YHCB_ECOLI
seq6048, sp|P34199|MOPB_PECCC
seq6049, sp|B1JM17|RS21_YERPY
seq6050, sp|P65292|YGDI_ECOLI
seq6051, sp|Q9KL40|HUTX_VIBCH
seq6052, sp|Q03036|IRC4_YEAST
seq6053, sp|Q6D3J6|Y2748_PECAS
seq6054, sp|Q6D080|SPRT_PECAS
seq6055, sp|Q6DAV6|RL28_PECAS
seq6056, sp|Q6D1T9|RIMM_PECAS
seq6057, sp|P0AFT8|YEIW_ECOLI
seq6058, sp|Q6D7L7|LPTE_PECAS
seq6059, sp|P40893|REE1_YEAST
seq6060, sp|P0ADV8|MLAC_SHIFL
seq6061, sp|P69962|LCRS_YERPS
seq6062, sp|P37462|ALKB_SALTY
seq6063, sp|P0ADP9|YIHD_ECOLI
seq6064, sp|P0AFM8|PSPA_SHIFL
seq6065, sp|P76227|YNJH_ECOLI
seq6066, sp|P39163|CHAC_ECOLI
seq6067, sp|Q9RUB7|PSPA_DEIRA
seq6068, sp|P39297|BSMA_ECOLI
seq6069, sp|Q6D434|Y2560_PECAS
seq6070, sp|O52400|YGGE_EDWI9
seq6071, sp|P71398|LSG4_HAEIN
seq6072, sp|Q47319|TAPT_ECOLI
seq6073, sp|Q6DAQ3|TATB_PECAS
seq6074, sp|P75843|YCAQ_ECOLI
seq6075, sp|P39385|YJIN_ECOLI
seq6076, sp|P76235|YEAH_ECOLI
seq6077, sp|Q323V7|RIMO_SHIBS
seq6078, sp|P31979|NUOF_ECOLI
seq6079, sp|Q32IR1|MIAB_SHIDS
seq6080, sp|P52043|SCPC_ECOLI
seq6081, sp|Q3YVC4|UBID_SHISS
seq6082, sp|P13482|TREA_ECOLI
seq6083, sp|P0AGL1|ISCR_SHIFL
seq6084, sp|P0AGL1|ISCR_SHIFL
seq6085, sp|Q47688|YKFC_ECOLI
seq6086, sp|Q47688|YKFC_ECOLI
seq6087, sp|P76462|YFAP_ECOLI
seq6088, sp|P76462|YFAP_ECOLI
seq6089, sp|P76462|YFAP_ECOLI
seq6090, sp|P37507|YYAQ_BACSU
seq6091, sp|P0A9N8|NRDG_ECOLI
seq6092, sp|Q46809|YQEC_ECOLI
seq6093, sp|P32109|YIBJ_ECOLI
seq6094, sp|P24188|TRHO_ECOLI
seq6095, sp|P39361|SGCR_ECOLI
seq6096, sp|P25519|HFLX_ECOLI
seq6097, sp|P23830|PSS_ECOLI
seq6098, sp|P76160|YDFR_ECOLI
seq6099, sp|P76160|YDFR_ECOLI
seq6100, sp|P31471|YIEL_ECOLI
seq6101, sp|P31471|YIEL_ECOLI
seq6102, sp|P65297|YGDR_SHIFL
seq6103, sp|P65292|YGDI_ECOLI
seq6104, sp|Q3Z2V5|EMTA_SHISS
seq6105, sp|Q3Z312|LPOB_SHISS
seq6106, sp|P39297|BSMA_ECOLI
seq6107, sp|P32687|YJBF_ECOLI
seq6108, sp|P37665|YIAD_ECOLI
seq6109, sp|P33668|YBBC_ECOLI
seq6110, sp|P75884|GFCB_ECOLI
seq6111, sp|P75946|YCFL_ECOLI
seq6112, sp|P64451|YDCL_ECOLI
seq6113, sp|P33354|YEHR_ECOLI
seq6114, sp|P76506|MLAA_ECOLI
seq6115, sp|P46122|YAJI_ECOLI
seq6116, sp|P0AFV7|MEPS_SHIFL
seq6117, sp|P0AB27|YCEB_SHIFL
seq6118, sp|P0AB85|APBE_ECOLI
seq6119, sp|P37194|SLP_ECOLI
seq6120, sp|P77717|YBAY_ECOLI
seq6121, sp|P37615|YHHM_ECOLI
seq6122, sp|Q8DW88|URDA_STRMU
seq6123, sp|P0A105|CAPB_PSESM
seq6124, sp|P16692|PHNP_ECOLI
seq6125, sp|P34749|HOFQ_ECOLI
seq6126, sp|P0AC75|KDTA_ECOLI
seq6127, sp|Q3YWJ3|TREF_SHISS
seq6128, sp|P66949|BEPA_SHIFL
seq6129, sp|P33920|NDPA_ECOLI
seq6130, sp|P43674|YCAL_ECOLI
seq6131, sp|Q6CZI7|GLPB_PECAS
seq6132, sp|Q3YXS3|YQGE_SHISS
seq6133, sp|Q9L645|NRDG_SALTY
seq6134, sp|P37430|NUSA_SALTY
seq6135, sp|Q46810|MOCA_ECOLI
seq6136, sp|P77414|WCAA_ECOLI
seq6137, sp|P11290|YIBD_ECOLI
seq6138, sp|P0AAI4|FTSH_SHIFL
seq6139, sp|P39358|YJHG_ECOLI
seq6140, sp|P0ADE4|TAMA_ECOLI
seq6141, sp|P76177|YDGH_ECOLI
seq6142, sp|P77739|KT3K_ECOLI
seq6143, sp|P32144|CSQR_ECOLI
seq6144, sp|Q3YUH2|MIAA_SHISS
seq6145, sp|P0AG15|SOHB_SHIFL
seq6146, sp|P0AA91|YEAY_ECOLI
seq6147, sp|P03689|VRPP_LAMBD
seq6148, sp|P21170|SPEA_ECOLI
seq6149, sp|P21170|SPEA_ECOLI
seq6150, sp|P39297|BSMA_ECOLI
seq6151, sp|P0AEZ7|MLTD_ECOLI
seq6152, sp|P39297|BSMA_ECOLI
seq6153, sp|P65292|YGDI_ECOLI
seq6154, sp|Q6D7L7|LPTE_PECAS
seq6155, sp|P0AEZ7|MLTD_ECOLI
seq6156, sp|Q3Z2B6|MSRB_SHISS
seq6157, sp|Q3YWB2|DNAA_SHISS
seq6158, sp|Q6D3N6|RIMO_PECAS
seq6159, sp|Q6D3N6|RIMO_PECAS
seq6160, sp|Q6D3N6|RIMO_PECAS
seq6161, sp|Q6D3N6|RIMO_PECAS
seq6162, sp|Q6D3N6|RIMO_PECAS
seq6163, sp|Q6D3N6|RIMO_PECAS
seq6164, sp|Q6D3N6|RIMO_PECAS
seq6165, sp|Q6D3N6|RIMO_PECAS
seq6166, sp|Q6D3N6|RIMO_PECAS
seq6167, sp|P0ACL1|GLPR_SHIFL
seq6168, sp|P0AC75|KDTA_ECOLI
seq6169, sp|P25519|HFLX_ECOLI
seq6170, sp|Q92ET8|GOLR_LISIN
seq6171, sp|P23830|PSS_ECOLI
seq6172, sp|E1X791|TEHB_HAEI1
seq6173, sp|Q6CYR4|DNAA_PECAS
seq6174, sp|P55418|TRAA_SINFN
seq6175, sp|Q44349|TRAA_AGRFC
seq6176, sp|Q27701|NANL_MACDE
seq6177, sp|Q31CN6|YC48L_PROM9
seq6178, sp|Q31CN6|YC48L_PROM9
seq6179, sp|Q31CN6|YC48L_PROM9
seq6180, sp|P75728|UBIF_ECOLI
seq6181, sp|P75728|UBIF_ECOLI
seq6182, sp|P40893|REE1_YEAST
seq6183, sp|P22586|FLIO_ECOLI
seq6184, sp|P0A900|YQIA_SHIFL
seq6185, sp|P0AC75|KDTA_ECOLI
seq6186, sp|P0AC75|KDTA_ECOLI
seq6187, sp|Q47688|YKFC_ECOLI
seq6188, sp|P25535|UBII_ECOLI
seq6189, sp|P39213|INSN_SHIDY
seq6190, sp|Q6D0E4|DJLA_PECAS
seq6191, sp|Q47688|YKFC_ECOLI
seq6192, sp|P0AGL1|ISCR_SHIFL
seq6193, sp|Q5A4E3|OCH1_CANAL
seq6194, sp|P15288|PEPD_ECOLI
seq6195, sp|O19883|YCF39_CYACA
seq6196, sp|Q3Z5I1|BAMA_SHISS
seq6197, sp|P0AGJ5|YFIF_ECOLI
seq6198, sp|P64488|YEAR_ECOLI
seq6199, sp|P0AGC6|MLTF_SHIFL
seq6200, sp|Q6D4Y7|Y2253_PECAS
seq6201, sp|P27840|YIGE_ECOLI
seq6202, sp|P0AGM5|SIRB1_ECOLI
seq6203, sp|F8DIF2|URDA_STREP
seq6204, sp|P77779|YBFO_ECOLI
seq6205, sp|P23839|YICC_ECOLI
seq6206, sp|O32146|PUCB_BACSU
seq6207, sp|Q57022|Y868_HAEIN
seq6208, sp|P22639|Y2836_NOSS1
seq6209, sp|P71059|EPSJ_BACSU
seq6210, sp|C5B9A2|TUSA_EDWI9
seq6211, sp|Q839Y9|SSB_ENTFA
seq6212, sp|O34470|YLBL_BACSU
seq6213, sp|O32159|YURR_BACSU
seq6214, sp|Q9KP42|THIQ_VIBCH
seq6215, sp|Q831T3|RS21_ENTFA
seq6216, sp|P54940|YXEA_BACSU
seq6217, sp|Q834H2|Y1680_ENTFA
seq6218, sp|Q03512|CCML_SYNE7
seq6219, sp|Q5XA93|Y1535_STRP6
seq6220, sp|Q03036|IRC4_YEAST
seq6221, sp|A0A140ND86|DINJ_ECOBD
seq6222, sp|P0CZ87|GLS24_STRPQ
seq6223, sp|P96633|YDCP_BACSU
seq6224, sp|P0CZ87|GLS24_STRPQ
seq6225, sp|P96633|YDCP_BACSU
seq6226, sp|P0CZ87|GLS24_STRPQ
seq6227, sp|P42598|YGJQ_ECOLI
seq6228, sp|O74774|HBS1_SCHPO
seq6229, sp|O32127|YUTD_BACSU
seq6230, sp|Q834X7|VATD_ENTFA
seq6231, sp|P14002|BGLB_ACET2
seq6232, sp|T2KMH9|PLH34_FORAG
seq6233, sp|P37507|YYAQ_BACSU
seq6234, sp|Q7MV19|FEOAB_PORGI
seq6235, sp|Q837J5|Y842_ENTFA
seq6236, sp|O34664|THIN_BACSU
seq6237, sp|Q46808|YQEB_ECOLI
seq6238, sp|Q51762|ISTB_PSEFL
seq6239, sp|P26422|LACR_STRMU
seq6240, sp|Q820U0|MIAA_ENTFA
seq6241, sp|P94591|GLCR_BACSU
seq6242, sp|Q837T2|TRHO_ENTFA
seq6243, sp|P94591|GLCR_BACSU
seq6244, sp|Q8CWR6|AMGDS_STRR6
seq6245, sp|O83371|Y352_TREPA
seq6246, sp|Q836A6|TAGU_ENTFA
seq6247, sp|Q836A6|TAGU_ENTFA
seq6248, sp|Q7KRW8|PRP39_DROME
seq6249, sp|Q6NKU9|TI223_ARATH
seq6250, sp|P16055|TA15_TREPA
seq6251, sp|Q836A6|TAGU_ENTFA
seq6252, sp|Q6NKU9|TI223_ARATH
seq6253, sp|P16055|TA15_TREPA
seq6254, sp|Q6NKU9|TI223_ARATH
seq6255, sp|P16055|TA15_TREPA
seq6256, sp|Q8ENF3|TAGU_OCEIH
seq6257, sp|P16055|TA15_TREPA
seq6258, sp|Q836A6|TAGU_ENTFA
seq6259, sp|P72640|LEP4_SYNY3
seq6260, sp|P96633|YDCP_BACSU
seq6261, sp|O35004|YDJH_BACSU
seq6262, sp|P54453|YQEH_BACSU
seq6263, sp|P14184|LICD_HAEIN
seq6264, sp|P37541|YAAT_BACSU
seq6265, sp|Q839Y9|SSB_ENTFA
seq6266, sp|Q836A6|TAGU_ENTFA
seq6267, sp|A0A0H3JVA1|TARS_STAAW
